GO.ID,Term,Annotated,Significant,Expected,Rank in elim_fisher,weight_fisher,elim_fisher,weight01_fisher,genes
GO:0016765,"transferase activity, transferring alkyl...",445,5,7.58,22,0.877,0.877,0.877,Misin01G299800.v7.1|Misin01G300300.v7.1|Misin02G292400.v7.1|Misin04G035500.v7.1|Misin19G040600.v7.1
GO:0003677,DNA binding,3534,52,60.18,23,0.885,0.885,0.885,Misin01G081300.v7.1|Misin01G296700.v7.1|Misin01G325900.v7.1|Misin02G406300.v7.1|Misin04G190800.v7.1|Misin04G399700.v7.1|Misin05G006200.v7.1|Misin05G170700.v7.1|Misin05G308400.v7.1|Misin05G314300.v7.1|Misin05G362100.v7.1|Misin06G162600.v7.1|Misin06G173600.v7.1|Misin06G199800.v7.1|Misin06G201700.v7.1|Misin06G319300.v7.1|Misin06G380900.v7.1|Misin06G398900.v7.1|Misin07G134600.v7.1|Misin07G269400.v7.1|Misin08G139900.v7.1|Misin08G219200.v7.1|Misin08G221600.v7.1|Misin09G118400.v7.1|Misin10G201200.v7.1|Misin11G246000.v7.1|Misin12G221600.v7.1|Misin13G008600.v7.1|Misin13G046000.v7.1|Misin13G056900.v7.1|Misin13G155400.v7.1|Misin14G141500.v7.1|Misin14G154700.v7.1|Misin15G067200.v7.1|Misin16G081700.v7.1|Misin16G151000.v7.1|Misin16G176500.v7.1|Misin16G179600.v7.1|Misin16G214500.v7.1|Misin16G238400.v7.1|Misin17G026900.v7.1|Misin17G216300.v7.1|Misin17G244400.v7.1|Misin18G044900.v7.1|Misin18G276200.v7.1|Misin19G245300.v7.1|Misin19G257400.v7.1|Misin19G260500.v7.1|MisinT063000.v7.1|MisinT218700.v7.1|MisinT512900.v7.1|MisinT518000.v7.1
GO:0016874,ligase activity,814,10,13.86,24,0.889,0.889,0.889,Misin01G478800.v7.1|Misin03G268300.v7.1|Misin04G222700.v7.1|Misin04G406900.v7.1|Misin05G009100.v7.1|Misin05G378200.v7.1|Misin07G295100.v7.1|Misin08G268000.v7.1|Misin09G194600.v7.1|Misin14G041100.v7.1
GO:0140096,"catalytic activity, acting on a protein",1585,19,26.99,28,0.907,0.960,1.000,Misin01G048400.v7.1|Misin02G323700.v7.1|Misin03G191100.v7.1|Misin03G293900.v7.1|Misin04G122900.v7.1|Misin04G256600.v7.1|Misin04G374400.v7.1|Misin04G380000.v7.1|Misin05G301000.v7.1|Misin06G289300.v7.1|Misin07G015700.v7.1|Misin07G436400.v7.1|Misin08G134500.v7.1|Misin08G331500.v7.1|Misin09G184200.v7.1|Misin10G178200.v7.1|Misin13G084400.v7.1|Misin19G037400.v7.1|Misin19G201000.v7.1
GO:0008092,cytoskeletal protein binding,399,4,6.79,25,0.910,0.910,0.910,Misin01G076300.v7.1|Misin02G336100.v7.1|Misin05G179000.v7.1|Misin16G207700.v7.1
GO:0016798,"hydrolase activity, acting on glycosyl b...",984,12,16.76,26,0.911,0.911,0.911,Misin01G494400.v7.1|Misin04G387200.v7.1|Misin05G179000.v7.1|Misin05G328800.v7.1|Misin06G095800.v7.1|Misin07G350100.v7.1|Misin08G154500.v7.1|Misin09G085800.v7.1|Misin15G036300.v7.1|Misin15G152900.v7.1|Misin17G123000.v7.1|Misin18G185300.v7.1
GO:0016740,transferase activity,7984,206,135.96,15,0.912,0.782,1.000,Misin01G062000.v7.1|Misin01G146700.v7.1|Misin01G190000.v7.1|Misin01G202900.v7.1|Misin01G225700.v7.1|Misin01G265800.v7.1|Misin01G299800.v7.1|Misin01G300300.v7.1|Misin01G319600.v7.1|Misin01G344100.v7.1|Misin01G349100.v7.1|Misin01G412200.v7.1|Misin01G462900.v7.1|Misin01G478800.v7.1|Misin01G494400.v7.1|Misin01G499100.v7.1|Misin02G076500.v7.1|Misin02G101000.v7.1|Misin02G208300.v7.1|Misin02G292400.v7.1|Misin02G298400.v7.1|Misin02G298500.v7.1|Misin02G324500.v7.1|Misin02G331400.v7.1|Misin02G332900.v7.1|Misin02G336200.v7.1|Misin02G338600.v7.1|Misin02G352500.v7.1|Misin02G396200.v7.1|Misin02G408000.v7.1|Misin02G501300.v7.1|Misin03G021500.v7.1|Misin03G022200.v7.1|Misin03G022700.v7.1|Misin03G049400.v7.1|Misin03G053800.v7.1|Misin03G078500.v7.1|Misin03G078600.v7.1|Misin03G171000.v7.1|Misin03G284800.v7.1|Misin03G359800.v7.1|Misin03G366800.v7.1|Misin04G033400.v7.1|Misin04G033500.v7.1|Misin04G034000.v7.1|Misin04G034400.v7.1|Misin04G034900.v7.1|Misin04G035200.v7.1|Misin04G035500.v7.1|Misin04G072200.v7.1|Misin04G072300.v7.1|Misin04G160100.v7.1|Misin04G201300.v7.1|Misin04G219400.v7.1|Misin04G222700.v7.1|Misin04G372600.v7.1|Misin04G393700.v7.1|Misin04G402100.v7.1|Misin05G006200.v7.1|Misin05G027400.v7.1|Misin05G036600.v7.1|Misin05G080800.v7.1|Misin05G082000.v7.1|Misin05G102400.v7.1|Misin05G209300.v7.1|Misin05G230400.v7.1|Misin05G292900.v7.1|Misin05G331200.v7.1|Misin05G355000.v7.1|Misin05G403400.v7.1|Misin06G011700.v7.1|Misin06G060400.v7.1|Misin06G060800.v7.1|Misin06G077800.v7.1|Misin06G078000.v7.1|Misin06G095800.v7.1|Misin06G171500.v7.1|Misin06G203200.v7.1|Misin06G221000.v7.1|Misin06G226800.v7.1|Misin06G285700.v7.1|Misin06G344800.v7.1|Misin06G355200.v7.1|Misin06G359200.v7.1|Misin06G380900.v7.1|Misin07G031800.v7.1|Misin07G094600.v7.1|Misin07G109200.v7.1|Misin07G136000.v7.1|Misin07G225300.v7.1|Misin07G225400.v7.1|Misin07G225600.v7.1|Misin07G226400.v7.1|Misin07G226500.v7.1|Misin07G226700.v7.1|Misin07G226900.v7.1|Misin07G227000.v7.1|Misin07G233000.v7.1|Misin07G233100.v7.1|Misin07G377800.v7.1|Misin07G402000.v7.1|Misin07G409500.v7.1|Misin07G415200.v7.1|Misin07G415300.v7.1|Misin07G485600.v7.1|Misin08G050700.v7.1|Misin08G064900.v7.1|Misin08G176300.v7.1|Misin08G196000.v7.1|Misin08G200400.v7.1|Misin08G200600.v7.1|Misin08G203100.v7.1|Misin08G210300.v7.1|Misin08G210700.v7.1|Misin09G032200.v7.1|Misin09G033700.v7.1|Misin09G095500.v7.1|Misin09G098100.v7.1|Misin09G100100.v7.1|Misin09G100400.v7.1|Misin09G111100.v7.1|Misin09G183600.v7.1|Misin09G184300.v7.1|Misin09G188000.v7.1|Misin09G189800.v7.1|Misin10G041800.v7.1|Misin10G078700.v7.1|Misin10G104600.v7.1|Misin10G118400.v7.1|Misin10G154000.v7.1|Misin10G162700.v7.1|Misin10G170000.v7.1|Misin10G189200.v7.1|Misin11G046300.v7.1|Misin11G155800.v7.1|Misin11G184100.v7.1|Misin11G211600.v7.1|Misin11G222800.v7.1|Misin11G224600.v7.1|Misin11G225300.v7.1|Misin11G246000.v7.1|Misin12G046300.v7.1|Misin12G077500.v7.1|Misin12G093100.v7.1|Misin12G100600.v7.1|Misin12G161400.v7.1|Misin12G192600.v7.1|Misin12G221600.v7.1|Misin12G280400.v7.1|Misin13G084400.v7.1|Misin13G187400.v7.1|Misin14G007400.v7.1|Misin14G007500.v7.1|Misin14G010400.v7.1|Misin14G074500.v7.1|Misin14G121800.v7.1|Misin14G138900.v7.1|Misin15G027700.v7.1|Misin15G091200.v7.1|Misin15G096800.v7.1|Misin16G168900.v7.1|Misin16G207700.v7.1|Misin16G222700.v7.1|Misin17G003000.v7.1|Misin17G017200.v7.1|Misin17G039600.v7.1|Misin17G055400.v7.1|Misin17G167900.v7.1|Misin18G028200.v7.1|Misin18G051300.v7.1|Misin18G105500.v7.1|Misin18G171800.v7.1|Misin18G207400.v7.1|Misin18G215900.v7.1|Misin18G253400.v7.1|Misin19G040600.v7.1|Misin19G051900.v7.1|Misin19G127000.v7.1|Misin19G138600.v7.1|Misin19G165000.v7.1|Misin19G200700.v7.1|Misin19G204400.v7.1|Misin19G210900.v7.1|Misin19G249000.v7.1|Misin19G252300.v7.1|MisinT117800.v7.1|MisinT117900.v7.1|MisinT118100.v7.1|MisinT151400.v7.1|MisinT214300.v7.1|MisinT237600.v7.1|MisinT237700.v7.1|MisinT318800.v7.1|MisinT333300.v7.1|MisinT364600.v7.1|MisinT371800.v7.1|MisinT378800.v7.1|MisinT402800.v7.1|MisinT453600.v7.1|MisinT477200.v7.1|MisinT477300.v7.1|MisinT513500.v7.1|MisinT543700.v7.1|MisinT560400.v7.1|MisinT580600.v7.1|MisinT585300.v7.1
GO:0016746,"transferase activity, transferring acyl ...",864,10,14.71,27,0.925,0.925,0.925,Misin01G225700.v7.1|Misin01G462900.v7.1|Misin01G478800.v7.1|Misin02G298400.v7.1|Misin03G053800.v7.1|Misin05G403400.v7.1|Misin06G355200.v7.1|Misin15G096800.v7.1|Misin17G039600.v7.1|Misin19G252300.v7.1
GO:0008233,peptidase activity,1585,19,26.99,29,0.960,0.960,0.960,Misin01G048400.v7.1|Misin02G323700.v7.1|Misin03G191100.v7.1|Misin03G293900.v7.1|Misin04G122900.v7.1|Misin04G256600.v7.1|Misin04G374400.v7.1|Misin04G380000.v7.1|Misin05G301000.v7.1|Misin06G289300.v7.1|Misin07G015700.v7.1|Misin07G436400.v7.1|Misin08G134500.v7.1|Misin08G331500.v7.1|Misin09G184200.v7.1|Misin10G178200.v7.1|Misin13G084400.v7.1|Misin19G037400.v7.1|Misin19G201000.v7.1
GO:0019899,enzyme binding,504,4,8.58,32,0.973,0.973,0.973,Misin04G305400.v7.1|Misin06G147400.v7.1|Misin11G217000.v7.1|Misin16G207700.v7.1
GO:0051082,unfolded protein binding,211,1,3.59,33,0.974,0.974,0.974,Misin16G193600.v7.1
GO:0016853,isomerase activity,600,5,10.22,34,0.976,0.976,0.976,Misin01G226100.v7.1|Misin07G036000.v7.1|Misin07G225600.v7.1|Misin08G035600.v7.1|Misin12G226300.v7.1
GO:0016887,ATPase activity,430,3,7.32,35,0.978,0.978,0.978,Misin01G354600.v7.1|Misin16G207700.v7.1|Misin17G208500.v7.1
GO:0003824,catalytic activity,17639,329,300.37,30,0.981,0.966,1.000,Misin01G000600.v7.1|Misin01G005000.v7.1|Misin01G048400.v7.1|Misin01G062000.v7.1|Misin01G146700.v7.1|Misin01G176200.v7.1|Misin01G190000.v7.1|Misin01G202900.v7.1|Misin01G225700.v7.1|Misin01G226100.v7.1|Misin01G257500.v7.1|Misin01G265800.v7.1|Misin01G292300.v7.1|Misin01G299800.v7.1|Misin01G300300.v7.1|Misin01G317900.v7.1|Misin01G319600.v7.1|Misin01G344100.v7.1|Misin01G349100.v7.1|Misin01G352700.v7.1|Misin01G354600.v7.1|Misin01G395000.v7.1|Misin01G412200.v7.1|Misin01G462900.v7.1|Misin01G478800.v7.1|Misin01G488200.v7.1|Misin01G494400.v7.1|Misin01G499100.v7.1|Misin01G507300.v7.1|Misin02G061000.v7.1|Misin02G076500.v7.1|Misin02G101000.v7.1|Misin02G157700.v7.1|Misin02G199800.v7.1|Misin02G208300.v7.1|Misin02G277500.v7.1|Misin02G292400.v7.1|Misin02G298400.v7.1|Misin02G298500.v7.1|Misin02G302800.v7.1|Misin02G323700.v7.1|Misin02G324500.v7.1|Misin02G331400.v7.1|Misin02G332900.v7.1|Misin02G336200.v7.1|Misin02G338600.v7.1|Misin02G352500.v7.1|Misin02G396200.v7.1|Misin02G408000.v7.1|Misin02G481700.v7.1|Misin02G501300.v7.1|Misin03G021500.v7.1|Misin03G022200.v7.1|Misin03G022700.v7.1|Misin03G042800.v7.1|Misin03G049400.v7.1|Misin03G053800.v7.1|Misin03G078500.v7.1|Misin03G078600.v7.1|Misin03G171000.v7.1|Misin03G173400.v7.1|Misin03G191100.v7.1|Misin03G238800.v7.1|Misin03G268300.v7.1|Misin03G284800.v7.1|Misin03G293900.v7.1|Misin03G359800.v7.1|Misin03G366800.v7.1|Misin04G007800.v7.1|Misin04G033400.v7.1|Misin04G033500.v7.1|Misin04G034000.v7.1|Misin04G034400.v7.1|Misin04G034900.v7.1|Misin04G035200.v7.1|Misin04G035500.v7.1|Misin04G050700.v7.1|Misin04G051000.v7.1|Misin04G072200.v7.1|Misin04G072300.v7.1|Misin04G122900.v7.1|Misin04G160100.v7.1|Misin04G171600.v7.1|Misin04G201300.v7.1|Misin04G219400.v7.1|Misin04G222700.v7.1|Misin04G234700.v7.1|Misin04G256600.v7.1|Misin04G275200.v7.1|Misin04G302600.v7.1|Misin04G372600.v7.1|Misin04G374400.v7.1|Misin04G380000.v7.1|Misin04G387200.v7.1|Misin04G393700.v7.1|Misin04G402100.v7.1|Misin04G402200.v7.1|Misin04G406900.v7.1|Misin05G006200.v7.1|Misin05G009100.v7.1|Misin05G027400.v7.1|Misin05G036600.v7.1|Misin05G080800.v7.1|Misin05G082000.v7.1|Misin05G090400.v7.1|Misin05G090900.v7.1|Misin05G102400.v7.1|Misin05G179000.v7.1|Misin05G203400.v7.1|Misin05G209300.v7.1|Misin05G230400.v7.1|Misin05G292900.v7.1|Misin05G301000.v7.1|Misin05G328800.v7.1|Misin05G331200.v7.1|Misin05G336900.v7.1|Misin05G355000.v7.1|Misin05G378200.v7.1|Misin05G403400.v7.1|Misin06G011700.v7.1|Misin06G030000.v7.1|Misin06G052100.v7.1|Misin06G056200.v7.1|Misin06G060400.v7.1|Misin06G060800.v7.1|Misin06G077800.v7.1|Misin06G078000.v7.1|Misin06G095800.v7.1|Misin06G171500.v7.1|Misin06G173100.v7.1|Misin06G190900.v7.1|Misin06G203200.v7.1|Misin06G221000.v7.1|Misin06G226800.v7.1|Misin06G285700.v7.1|Misin06G289300.v7.1|Misin06G334400.v7.1|Misin06G344800.v7.1|Misin06G349000.v7.1|Misin06G355200.v7.1|Misin06G359200.v7.1|Misin06G380900.v7.1|Misin06G392100.v7.1|Misin07G003000.v7.1|Misin07G015700.v7.1|Misin07G031800.v7.1|Misin07G036000.v7.1|Misin07G049600.v7.1|Misin07G085500.v7.1|Misin07G094600.v7.1|Misin07G096200.v7.1|Misin07G109200.v7.1|Misin07G136000.v7.1|Misin07G198300.v7.1|Misin07G225300.v7.1|Misin07G225400.v7.1|Misin07G225600.v7.1|Misin07G226400.v7.1|Misin07G226500.v7.1|Misin07G226700.v7.1|Misin07G226900.v7.1|Misin07G227000.v7.1|Misin07G233000.v7.1|Misin07G233100.v7.1|Misin07G269400.v7.1|Misin07G289800.v7.1|Misin07G295100.v7.1|Misin07G350100.v7.1|Misin07G370200.v7.1|Misin07G377800.v7.1|Misin07G402000.v7.1|Misin07G409500.v7.1|Misin07G415200.v7.1|Misin07G415300.v7.1|Misin07G436400.v7.1|Misin07G485600.v7.1|Misin07G495100.v7.1|Misin07G545400.v7.1|Misin08G026800.v7.1|Misin08G035600.v7.1|Misin08G050700.v7.1|Misin08G064900.v7.1|Misin08G067700.v7.1|Misin08G075400.v7.1|Misin08G134500.v7.1|Misin08G138000.v7.1|Misin08G153500.v7.1|Misin08G154500.v7.1|Misin08G176300.v7.1|Misin08G196000.v7.1|Misin08G200400.v7.1|Misin08G200600.v7.1|Misin08G203100.v7.1|Misin08G210300.v7.1|Misin08G210700.v7.1|Misin08G268000.v7.1|Misin08G331500.v7.1|Misin09G018000.v7.1|Misin09G032200.v7.1|Misin09G033700.v7.1|Misin09G074200.v7.1|Misin09G085800.v7.1|Misin09G095500.v7.1|Misin09G098100.v7.1|Misin09G100100.v7.1|Misin09G100400.v7.1|Misin09G105000.v7.1|Misin09G111100.v7.1|Misin09G183600.v7.1|Misin09G184200.v7.1|Misin09G184300.v7.1|Misin09G188000.v7.1|Misin09G189800.v7.1|Misin09G194600.v7.1|Misin10G041800.v7.1|Misin10G078700.v7.1|Misin10G085200.v7.1|Misin10G104600.v7.1|Misin10G118400.v7.1|Misin10G154000.v7.1|Misin10G162700.v7.1|Misin10G170000.v7.1|Misin10G178200.v7.1|Misin10G189200.v7.1|Misin11G046300.v7.1|Misin11G112800.v7.1|Misin11G119700.v7.1|Misin11G155800.v7.1|Misin11G184100.v7.1|Misin11G211600.v7.1|Misin11G222100.v7.1|Misin11G222800.v7.1|Misin11G224600.v7.1|Misin11G225300.v7.1|Misin11G246000.v7.1|Misin12G046300.v7.1|Misin12G077500.v7.1|Misin12G093100.v7.1|Misin12G100600.v7.1|Misin12G161400.v7.1|Misin12G192600.v7.1|Misin12G201100.v7.1|Misin12G221600.v7.1|Misin12G226300.v7.1|Misin12G231100.v7.1|Misin12G280400.v7.1|Misin13G057900.v7.1|Misin13G082200.v7.1|Misin13G084400.v7.1|Misin13G129900.v7.1|Misin13G134200.v7.1|Misin13G187400.v7.1|Misin14G007400.v7.1|Misin14G007500.v7.1|Misin14G010400.v7.1|Misin14G041100.v7.1|Misin14G074500.v7.1|Misin14G110300.v7.1|Misin14G121800.v7.1|Misin14G138900.v7.1|Misin15G027700.v7.1|Misin15G036300.v7.1|Misin15G091200.v7.1|Misin15G096800.v7.1|Misin15G152900.v7.1|Misin16G077200.v7.1|Misin16G151000.v7.1|Misin16G168900.v7.1|Misin16G207700.v7.1|Misin16G222700.v7.1|Misin17G003000.v7.1|Misin17G017200.v7.1|Misin17G039600.v7.1|Misin17G047900.v7.1|Misin17G055400.v7.1|Misin17G068500.v7.1|Misin17G123000.v7.1|Misin17G167900.v7.1|Misin17G208500.v7.1|Misin17G229400.v7.1|Misin18G028200.v7.1|Misin18G051300.v7.1|Misin18G105500.v7.1|Misin18G171800.v7.1|Misin18G185300.v7.1|Misin18G207400.v7.1|Misin18G215900.v7.1|Misin18G253400.v7.1|Misin19G037400.v7.1|Misin19G040600.v7.1|Misin19G051900.v7.1|Misin19G062800.v7.1|Misin19G127000.v7.1|Misin19G130300.v7.1|Misin19G138600.v7.1|Misin19G165000.v7.1|Misin19G200700.v7.1|Misin19G201000.v7.1|Misin19G204400.v7.1|Misin19G210900.v7.1|Misin19G249000.v7.1|Misin19G252300.v7.1|MisinT014600.v7.1|MisinT061000.v7.1|MisinT117800.v7.1|MisinT117900.v7.1|MisinT118100.v7.1|MisinT151400.v7.1|MisinT214300.v7.1|MisinT219600.v7.1|MisinT237600.v7.1|MisinT237700.v7.1|MisinT318800.v7.1|MisinT333300.v7.1|MisinT364600.v7.1|MisinT371800.v7.1|MisinT378800.v7.1|MisinT388400.v7.1|MisinT402800.v7.1|MisinT453600.v7.1|MisinT477200.v7.1|MisinT477300.v7.1|MisinT513500.v7.1|MisinT513900.v7.1|MisinT543700.v7.1|MisinT560400.v7.1|MisinT580600.v7.1|MisinT584600.v7.1|MisinT585300.v7.1
GO:0005488,binding,17656,322,300.66,36,0.992,0.996,1.000,Misin01G000600.v7.1|Misin01G005000.v7.1|Misin01G008800.v7.1|Misin01G048400.v7.1|Misin01G076300.v7.1|Misin01G081300.v7.1|Misin01G146700.v7.1|Misin01G176200.v7.1|Misin01G202900.v7.1|Misin01G226100.v7.1|Misin01G265800.v7.1|Misin01G296700.v7.1|Misin01G317900.v7.1|Misin01G320600.v7.1|Misin01G325900.v7.1|Misin01G334800.v7.1|Misin01G344100.v7.1|Misin01G352700.v7.1|Misin01G354600.v7.1|Misin01G412200.v7.1|Misin01G417800.v7.1|Misin01G478800.v7.1|Misin01G488200.v7.1|Misin01G499100.v7.1|Misin01G507300.v7.1|Misin02G010900.v7.1|Misin02G061000.v7.1|Misin02G076500.v7.1|Misin02G157700.v7.1|Misin02G199800.v7.1|Misin02G208300.v7.1|Misin02G302800.v7.1|Misin02G336100.v7.1|Misin02G336200.v7.1|Misin02G341900.v7.1|Misin02G377100.v7.1|Misin02G396200.v7.1|Misin02G406300.v7.1|Misin02G437700.v7.1|Misin02G481700.v7.1|Misin02G501300.v7.1|Misin03G002600.v7.1|Misin03G002900.v7.1|Misin03G021500.v7.1|Misin03G022200.v7.1|Misin03G022700.v7.1|Misin03G042800.v7.1|Misin03G052500.v7.1|Misin03G078500.v7.1|Misin03G078600.v7.1|Misin03G238800.v7.1|Misin03G265900.v7.1|Misin03G272800.v7.1|Misin03G284800.v7.1|Misin03G366800.v7.1|Misin03G366900.v7.1|Misin04G007800.v7.1|Misin04G015500.v7.1|Misin04G033400.v7.1|Misin04G033500.v7.1|Misin04G034000.v7.1|Misin04G034400.v7.1|Misin04G034900.v7.1|Misin04G035200.v7.1|Misin04G051000.v7.1|Misin04G067600.v7.1|Misin04G072200.v7.1|Misin04G072300.v7.1|Misin04G190800.v7.1|Misin04G201300.v7.1|Misin04G238300.v7.1|Misin04G295600.v7.1|Misin04G302600.v7.1|Misin04G304200.v7.1|Misin04G305400.v7.1|Misin04G372600.v7.1|Misin04G393700.v7.1|Misin04G399700.v7.1|Misin04G402100.v7.1|Misin04G402300.v7.1|Misin04G406900.v7.1|Misin05G006200.v7.1|Misin05G009100.v7.1|Misin05G027400.v7.1|Misin05G036600.v7.1|Misin05G080800.v7.1|Misin05G082000.v7.1|Misin05G090400.v7.1|Misin05G090900.v7.1|Misin05G102400.v7.1|Misin05G170700.v7.1|Misin05G179000.v7.1|Misin05G203400.v7.1|Misin05G209300.v7.1|Misin05G230400.v7.1|Misin05G292900.v7.1|Misin05G308400.v7.1|Misin05G314300.v7.1|Misin05G331200.v7.1|Misin05G336900.v7.1|Misin05G362100.v7.1|Misin05G363200.v7.1|Misin05G378200.v7.1|Misin05G403400.v7.1|Misin05G407800.v7.1|Misin06G011700.v7.1|Misin06G030000.v7.1|Misin06G056200.v7.1|Misin06G078000.v7.1|Misin06G147400.v7.1|Misin06G162600.v7.1|Misin06G171500.v7.1|Misin06G173600.v7.1|Misin06G199800.v7.1|Misin06G201700.v7.1|Misin06G203200.v7.1|Misin06G221000.v7.1|Misin06G225900.v7.1|Misin06G226800.v7.1|Misin06G308700.v7.1|Misin06G319100.v7.1|Misin06G319300.v7.1|Misin06G334400.v7.1|Misin06G344800.v7.1|Misin06G349000.v7.1|Misin06G355200.v7.1|Misin06G359200.v7.1|Misin06G380900.v7.1|Misin06G392100.v7.1|Misin06G398900.v7.1|Misin07G000200.v7.1|Misin07G031800.v7.1|Misin07G085500.v7.1|Misin07G094600.v7.1|Misin07G096200.v7.1|Misin07G109200.v7.1|Misin07G129500.v7.1|Misin07G134600.v7.1|Misin07G136000.v7.1|Misin07G152700.v7.1|Misin07G225300.v7.1|Misin07G225400.v7.1|Misin07G225600.v7.1|Misin07G226400.v7.1|Misin07G226500.v7.1|Misin07G227000.v7.1|Misin07G233000.v7.1|Misin07G233100.v7.1|Misin07G269400.v7.1|Misin07G289800.v7.1|Misin07G295100.v7.1|Misin07G320700.v7.1|Misin07G377800.v7.1|Misin07G415200.v7.1|Misin07G485600.v7.1|Misin07G545400.v7.1|Misin08G050700.v7.1|Misin08G075400.v7.1|Misin08G108800.v7.1|Misin08G138000.v7.1|Misin08G139900.v7.1|Misin08G153500.v7.1|Misin08G169800.v7.1|Misin08G176300.v7.1|Misin08G181500.v7.1|Misin08G196000.v7.1|Misin08G210300.v7.1|Misin08G219200.v7.1|Misin08G221600.v7.1|Misin08G268000.v7.1|Misin09G018000.v7.1|Misin09G025200.v7.1|Misin09G032200.v7.1|Misin09G074200.v7.1|Misin09G094000.v7.1|Misin09G098100.v7.1|Misin09G100100.v7.1|Misin09G100400.v7.1|Misin09G105000.v7.1|Misin09G111100.v7.1|Misin09G118400.v7.1|Misin09G143200.v7.1|Misin09G170400.v7.1|Misin09G184300.v7.1|Misin09G188000.v7.1|Misin09G194600.v7.1|Misin09G212100.v7.1|Misin10G021600.v7.1|Misin10G074500.v7.1|Misin10G074800.v7.1|Misin10G076200.v7.1|Misin10G078700.v7.1|Misin10G085200.v7.1|Misin10G104600.v7.1|Misin10G143100.v7.1|Misin10G154000.v7.1|Misin10G178200.v7.1|Misin10G189200.v7.1|Misin10G201200.v7.1|Misin11G022700.v7.1|Misin11G098300.v7.1|Misin11G107800.v7.1|Misin11G112800.v7.1|Misin11G155800.v7.1|Misin11G173000.v7.1|Misin11G184100.v7.1|Misin11G202000.v7.1|Misin11G211600.v7.1|Misin11G217000.v7.1|Misin11G222100.v7.1|Misin11G222800.v7.1|Misin11G224600.v7.1|Misin11G225300.v7.1|Misin11G246000.v7.1|Misin12G108200.v7.1|Misin12G112000.v7.1|Misin12G112700.v7.1|Misin12G161400.v7.1|Misin12G192600.v7.1|Misin12G201100.v7.1|Misin12G221600.v7.1|Misin12G231100.v7.1|Misin12G280400.v7.1|Misin13G008600.v7.1|Misin13G046000.v7.1|Misin13G056900.v7.1|Misin13G057900.v7.1|Misin13G084400.v7.1|Misin13G129900.v7.1|Misin13G134200.v7.1|Misin13G155400.v7.1|Misin13G187400.v7.1|Misin14G007400.v7.1|Misin14G007500.v7.1|Misin14G010400.v7.1|Misin14G047100.v7.1|Misin14G074500.v7.1|Misin14G105000.v7.1|Misin14G110300.v7.1|Misin14G121800.v7.1|Misin14G138900.v7.1|Misin14G141500.v7.1|Misin14G154700.v7.1|Misin15G018300.v7.1|Misin15G036300.v7.1|Misin15G067200.v7.1|Misin15G091200.v7.1|Misin15G125700.v7.1|Misin16G077200.v7.1|Misin16G081700.v7.1|Misin16G151000.v7.1|Misin16G168900.v7.1|Misin16G176500.v7.1|Misin16G179600.v7.1|Misin16G193600.v7.1|Misin16G207700.v7.1|Misin16G214500.v7.1|Misin16G222600.v7.1|Misin16G222700.v7.1|Misin16G238400.v7.1|Misin17G003000.v7.1|Misin17G026900.v7.1|Misin17G047900.v7.1|Misin17G055400.v7.1|Misin17G068500.v7.1|Misin17G132100.v7.1|Misin17G155800.v7.1|Misin17G167900.v7.1|Misin17G186400.v7.1|Misin17G208500.v7.1|Misin17G216300.v7.1|Misin17G244400.v7.1|Misin18G044900.v7.1|Misin18G051300.v7.1|Misin18G105500.v7.1|Misin18G171800.v7.1|Misin18G207400.v7.1|Misin18G215900.v7.1|Misin18G276200.v7.1|Misin19G029500.v7.1|Misin19G037400.v7.1|Misin19G040600.v7.1|Misin19G047200.v7.1|Misin19G051900.v7.1|Misin19G062800.v7.1|Misin19G138600.v7.1|Misin19G165000.v7.1|Misin19G200700.v7.1|Misin19G204400.v7.1|Misin19G245300.v7.1|Misin19G257400.v7.1|Misin19G260500.v7.1|MisinT014600.v7.1|MisinT056300.v7.1|MisinT061000.v7.1|MisinT063000.v7.1|MisinT113700.v7.1|MisinT151400.v7.1|MisinT157700.v7.1|MisinT183900.v7.1|MisinT184100.v7.1|MisinT218700.v7.1|MisinT219600.v7.1|MisinT237600.v7.1|MisinT237700.v7.1|MisinT255700.v7.1|MisinT296100.v7.1|MisinT318800.v7.1|MisinT364600.v7.1|MisinT368300.v7.1|MisinT371800.v7.1|MisinT380300.v7.1|MisinT388400.v7.1|MisinT402800.v7.1|MisinT477200.v7.1|MisinT512900.v7.1|MisinT513500.v7.1|MisinT513900.v7.1|MisinT518000.v7.1|MisinT543700.v7.1|MisinT584600.v7.1|MisinT585300.v7.1
GO:0016788,"hydrolase activity, acting on ester bond...",1059,11,18.03,31,0.992,0.973,1.000,Misin01G292300.v7.1|Misin02G157700.v7.1|Misin04G171600.v7.1|Misin06G173100.v7.1|Misin07G096200.v7.1|Misin07G545400.v7.1|Misin08G075400.v7.1|Misin12G231100.v7.1|Misin13G082200.v7.1|Misin17G017200.v7.1|Misin17G229400.v7.1
